num,com1-20,coma-l,comP1-P8,result1,result2,result3,average,,,,,,,,,,,
758,8,k,P6,3610 ,3940,4390,3980.00 ,,,,,,,,,,,
759,8,k,P7,3950 ,3160,3640,3583.33 ,,,,,,,,,,,
760,8,k,P8,2200 ,3620,4310,3376.67 ,,,,,,,,,,,
761,8,l,P1,80 ,110,60,83.33 ,,,,,,,,,,,
762,8,l,P2,150 ,120,230,166.67 ,,,,,,,,,,,
763,8,l,P3,440 ,670,600,570.00 ,,,,,,,,,,,
764,8,l,P4,2370 ,3580,2630,2860.00 ,,,,,,,,,,,
765,8,l,P5,15950 ,17470,16400,16606.67 ,,,,,,,,,,,
766,8,l,P6,2790 ,3700,3340,3276.67 ,,,,,,,,,,,
767,8,l,P7,3140 ,2930,2960,3010.00 ,,,,,,,,,,,
768,8,l,P8,3320 ,3680,3200,3400.00 ,,,,,,,,,,,
769,9,a,P1,80 ,130,150,120.00 ,,,,,,,,,,,
770,9,a,P2,150 ,230,180,186.67 ,,,,,,,,,,,
771,9,a,P3,920 ,840,1020,926.67 ,,,,,,,,,,,
772,9,a,P4,1800 ,1540,1660,1666.67 ,,,,,,,,,,,
773,9,a,P5,2680 ,2740,2650,2690.00 ,,,,,,,,,,,
774,9,a,P6,2320 ,2140,2670,2376.67 ,,,,,,,,,,,
775,9,a,P7,1080 ,1260,1330,1223.33 ,,,,,,,,,,,
776,9,a,P8,120 ,160,250,176.67 ,,,,,,,,,,,
777,9,b,P1,80 ,120,60,86.67 ,,,,,,,,,,,
778,9,b,P2,210 ,280,340,276.67 ,,,,,,,,,,,
779,9,b,P3,1020 ,960,1180,1053.33 ,,,,,,,,,,,
780,9,b,P4,1650 ,1930,1710,1763.33 ,,,,,,,,,,,
781,9,b,P5,2480 ,2160,2620,2420.00 ,,,,,,,,,,,
782,9,b,P6,1080 ,1130,1390,1200.00 ,,,,,,,,,,,
783,9,b,P7,850 ,630,710,730.00 ,,,,,,,,,,,
784,9,b,P8,120 ,150,140,136.67 ,,,,,,,,,,,
785,9,c,P1,90 ,110,120,106.67 ,,,,,,,,,,,
786,9,c,P2,170 ,150,230,183.33 ,,,,,,,,,,,
787,9,c,P3,560 ,430,470,486.67 ,,,,,,,,,,,
788,9,c,P4,1080 ,1540,1320,1313.33 ,,,,,,,,,,,
789,9,c,P5,2960 ,3560,3340,3286.67 ,,,,,,,,,,,
790,9,c,P6,1560 ,1430,1870,1620.00 ,,,,,,,,,,,
791,9,c,P7,820 ,740,890,816.67 ,,,,,,,,,,,
792,9,c,P8,120 ,140,210,156.67 ,,,,,,,,,,,
793,9,d,P1,60 ,90,110,86.67 ,,,,,,,,,,,
794,9,d,P2,230 ,360,420,336.67 ,,,,,,,,,,,
795,9,d,P3,860 ,810,1090,920.00 ,,,,,,,,,,,
796,9,d,P4,1850 ,1390,2140,1793.33 ,,,,,,,,,,,
797,9,d,P5,3230 ,3850,3660,3580.00 ,,,,,,,,,,,
798,9,d,P6,2140 ,2630,2250,2340.00 ,,,,,,,,,,,
799,9,d,P7,1080 ,1360,1420,1286.67 ,,,,,,,,,,,
800,9,d,P8,250 ,330,210,263.33 ,,,,,,,,,,,
801,9,e,P1,1390 ,810,860,1020.00 ,,,,,,,,,,,
802,9,e,P2,2080 ,2100,2170,2116.67 ,,,,,,,,,,,
803,9,e,P3,2490 ,3710,3350,3183.33 ,,,,,,,,,,,
804,9,e,P4,3400 ,5720,4790,4636.67 ,,,,,,,,,,,
805,9,e,P5,7700 ,5760,6840,6766.67 ,,,,,,,,,,,
806,9,e,P6,1240 ,830,580,883.33 ,,,,,,,,,,,
807,9,e,P7,2080 ,1470,2160,1903.33 ,,,,,,,,,,,
808,9,e,P8,660 ,670,560,630.00 ,,,,,,,,,,,
809,9,f,P1,130 ,260,320,236.67 ,,,,,,,,,,,
810,9,f,P2,900 ,930,730,853.33 ,,,,,,,,,,,
811,9,f,P3,150 ,200,300,216.67 ,,,,,,,,,,,
812,9,f,P4,390 ,330,380,366.67 ,,,,,,,,,,,
813,9,f,P5,7460 ,8550,8400,8136.67 ,,,,,,,,,,,
814,9,f,P6,390 ,80,40,170.00 ,,,,,,,,,,,
815,9,f,P7,350 ,250,200,266.67 ,,,,,,,,,,,
816,9,f,P8,2640 ,3060,3570,3090.00 ,,,,,,,,,,,
817,9,g,P1,160 ,210,180,183.33 ,,,,,,,,,,,
818,9,g,P2,1970 ,3160,2810,2646.67 ,,,,,,,,,,,
819,9,g,P3,1230 ,1360,1240,1276.67 ,,,,,,,,,,,
820,9,g,P4,8730 ,10950,11390,10356.67 ,,,,,,,,,,,
821,9,g,P5,11850 ,14250,14570,13556.67 ,,,,,,,,,,,
822,9,g,P6,600 ,700,720,673.33 ,,,,,,,,,,,
823,9,g,P7,550 ,770,380,566.67 ,,,,,,,,,,,
824,9,g,P8,3030 ,4404,3985,3806.33 ,,,,,,,,,,,
825,9,h,P1,370 ,480,590,480.00 ,,,,,,,,,,,
826,9,h,P2,440 ,590,320,450.00 ,,,,,,,,,,,
827,9,h,P3,410 ,570,350,443.33 ,,,,,,,,,,,
828,9,h,P4,2480 ,2020,1920,2140.00 ,,,,,,,,,,,
829,9,h,P5,25470 ,25500,26280,25750.00 ,,,,,,,,,,,
830,9,h,P6,310 ,410,820,513.33 ,,,,,,,,,,,
831,9,h,P7,900 ,660,860,806.67 ,,,,,,,,,,,
832,9,h,P8,2990 ,2660,2410,2686.67 ,,,,,,,,,,,
833,9,i,P1,1080 ,1270,1330,1226.67 ,,,,,,,,,,,
834,9,i,P2,2950 ,2840,3010,2933.33 ,,,,,,,,,,,
835,9,i,P3,3970 ,3680,2680,3443.33 ,,,,,,,,,,,
836,9,i,P4,32930 ,32270,31500,32233.33 ,,,,,,,,,,,
837,9,i,P5,116130 ,139650,139120,131633.33 ,,,,,,,,,,,
838,9,i,P6,52370 ,51130,50710,51403.33 ,,,,,,,,,,,
839,9,i,P7,6930 ,6770,5600,6433.33 ,,,,,,,,,,,
840,9,i,P8,1130 ,1570,1680,1460.00 ,,,,,,,,,,,
841,9,j,P1,240 ,260,350,283.33 ,,,,,,,,,,,
842,9,j,P2,840 ,860,770,823.33 ,,,,,,,,,,,
843,9,j,P3,1600 ,1530,1500,1543.33 ,,,,,,,,,,,
844,9,j,P4,1280 ,1080,760,1040.00 ,,,,,,,,,,,
845,9,j,P5,23460 ,25960,24260,24560.00 ,,,,,,,,,,,
846,9,j,P6,3270 ,4020,3620,3636.67 ,,,,,,,,,,,
847,9,j,P7,1400 ,1360,1110,1290.00 ,,,,,,,,,,,
848,9,j,P8,20 ,30,30,26.67 ,,,,,,,,,,,
849,9,k,P1,960 ,430,820,736.67 ,,,,,,,,,,,
850,9,k,P2,1640 ,1580,1660,1626.67 ,,,,,,,,,,,
851,9,k,P3,3970 ,3850,4130,3983.33 ,,,,,,,,,,,
852,9,k,P4,8400 ,8230,8650,8426.67 ,,,,,,,,,,,
853,9,k,P5,25740 ,23680,24260,24560.00 ,,,,,,,,,,,
854,9,k,P6,7620 ,5310,6520,6483.33 ,,,,,,,,,,,
855,9,k,P7,2930 ,3240,3860,3343.33 ,,,,,,,,,,,
856,9,k,P8,120 ,260,340,240.00 ,,,,,,,,,,,
857,9,l,P1,60 ,80,110,83.33 ,,,,,,,,,,,
858,9,l,P2,230 ,280,360,290.00 ,,,,,,,,,,,
859,9,l,P3,1580 ,1830,1640,1683.33 ,,,,,,,,,,,
860,9,l,P4,3580 ,3120,3320,3340.00 ,,,,,,,,,,,
861,9,l,P5,15890 ,16720,14330,15646.67 ,,,,,,,,,,,
862,9,l,P6,4860 ,4320,4550,4576.67 ,,,,,,,,,,,
863,9,l,P7,1210 ,1280,1360,1283.33 ,,,,,,,,,,,
864,9,l,P8,280 ,360,430,356.67 ,,,,,,,,,,,
865,10,a,P1,60 ,70,120,83.33 ,,,,,,,,,,,
866,10,a,P2,170 ,150,230,183.33 ,,,,,,,,,,,
867,10,a,P3,580 ,670,490,580.00 ,,,,,,,,,,,
868,10,a,P4,850 ,670,920,813.33 ,,,,,,,,,,,
869,10,a,P5,4680 ,4320,4870,4623.33 ,,,,,,,,,,,
870,10,a,P6,2310 ,2640,1980,2310.00 ,,,,,,,,,,,
871,10,a,P7,840 ,860,770,823.33 ,,,,,,,,,,,
872,10,a,P8,120 ,80,130,110.00 ,,,,,,,,,,,
873,10,b,P1,80 ,90,140,103.33 ,,,,,,,,,,,
874,10,b,P2,150 ,230,190,190.00 ,,,,,,,,,,,
875,10,b,P3,960 ,1040,880,960.00 ,,,,,,,,,,,
876,10,b,P4,1230 ,1480,1310,1340.00 ,,,,,,,,,,,
877,10,b,P5,5920 ,6610,6520,6350.00 ,,,,,,,,,,,
878,10,b,P6,2120 ,1870,1950,1980.00 ,,,,,,,,,,,
879,10,b,P7,1050 ,910,870,943.33 ,,,,,,,,,,,
880,10,b,P8,450 ,360,430,413.33 ,,,,,,,,,,,
881,10,c,P1,130 ,260,170,186.67 ,,,,,,,,,,,
882,10,c,P2,380 ,360,420,386.67 ,,,,,,,,,,,
883,10,c,P3,1210 ,1350,1380,1313.33 ,,,,,,,,,,,
884,10,c,P4,1580 ,1670,1650,1633.33 ,,,,,,,,,,,
885,10,c,P5,8530 ,7520,7760,7936.67 ,,,,,,,,,,,
886,10,c,P6,2540 ,2230,2180,2316.67 ,,,,,,,,,,,
887,10,c,P7,1050 ,1130,1280,1153.33 ,,,,,,,,,,,
888,10,c,P8,230 ,210,260,233.33 ,,,,,,,,,,,
889,10,d,P1,160 ,180,290,210.00 ,,,,,,,,,,,
890,10,d,P2,240 ,290,620,383.33 ,,,,,,,,,,,
891,10,d,P3,2980 ,2560,2670,2736.67 ,,,,,,,,,,,
892,10,d,P4,4820 ,4360,4110,4430.00 ,,,,,,,,,,,
893,10,d,P5,9080 ,10520,11320,10306.67 ,,,,,,,,,,,
894,10,d,P6,2100 ,1980,1750,1943.33 ,,,,,,,,,,,
895,10,d,P7,860 ,910,1050,940.00 ,,,,,,,,,,,
896,10,d,P8,230 ,370,250,283.33 ,,,,,,,,,,,
897,10,e,P1,460 ,220,870,516.67 ,,,,,,,,,,,
898,10,e,P2,1260 ,1060,1090,1136.67 ,,,,,,,,,,,
899,10,e,P3,890 ,2220,1900,1670.00 ,,,,,,,,,,,
900,10,e,P4,8540 ,8450,8560,8516.67 ,,,,,,,,,,,
901,10,e,P5,15130 ,15210,15290,15210.00 ,,,,,,,,,,,
902,10,e,P6,4140 ,4110,4010,4086.67 ,,,,,,,,,,,
903,10,e,P7,1100 ,730,630,820.00 ,,,,,,,,,,,
904,10,e,P8,90 ,80,130,100.00 ,,,,,,,,,,,
905,10,f,P1,2000 ,1690,1660,1783.33 ,,,,,,,,,,,
906,10,f,P2,1670 ,1460,1580,1570.00 ,,,,,,,,,,,
907,10,f,P3,1480 ,1060,950,1163.33 ,,,,,,,,,,,
908,10,f,P4,1550 ,1710,1610,1623.33 ,,,,,,,,,,,
909,10,f,P5,16690 ,16440,16680,16603.33 ,,,,,,,,,,,
910,10,f,P6,1990 ,2580,2840,2470.00 ,,,,,,,,,,,
911,10,f,P7,1730 ,1720,3530,2326.67 ,,,,,,,,,,,
912,10,f,P8,290 ,300,330,306.67 ,,,,,,,,,,,
913,10,g,P1,660 ,720,820,733.33 ,,,,,,,,,,,
914,10,g,P2,430 ,690,350,490.00 ,,,,,,,,,,,
915,10,g,P3,650 ,400,580,543.33 ,,,,,,,,,,,
916,10,g,P4,290 ,170,370,276.67 ,,,,,,,,,,,
917,10,g,P5,18400 ,18840,18210,18483.33 ,,,,,,,,,,,
918,10,g,P6,2290 ,2050,2470,2270.00 ,,,,,,,,,,,
919,10,g,P7,580 ,600,380,520.00 ,,,,,,,,,,,
920,10,g,P8,800 ,490,870,720.00 ,,,,,,,,,,,
921,10,h,P1,1050 ,1120,1160,1110.00 ,,,,,,,,,,,
922,10,h,P2,2230 ,2160,2190,2193.33 ,,,,,,,,,,,
923,10,h,P3,3440 ,3340,3670,3483.33 ,,,,,,,,,,,
924,10,h,P4,9480 ,9600,10240,9773.33 ,,,,,,,,,,,
925,10,h,P5,23280 ,22450,23210,22980.00 ,,,,,,,,,,,
926,10,h,P6,4970 ,5410,4900,5093.33 ,,,,,,,,,,,
927,10,h,P7,6920 ,4040,4130,5030.00 ,,,,,,,,,,,
928,10,h,P8,710 ,790,840,780.00 ,,,,,,,,,,,
929,10,i,P1,10500 ,12670,11860,11676.67 ,,,,,,,,,,,
930,10,i,P2,17880 ,15460,13580,15640.00 ,,,,,,,,,,,
931,10,i,P3,30090 ,21570,18930,23530.00 ,,,,,,,,,,,
932,10,i,P4,23420 ,14130,15270,17606.67 ,,,,,,,,,,,
933,10,i,P5,60500 ,42600,39910,47670.00 ,,,,,,,,,,,
934,10,i,P6,8550 ,7590,7700,7946.67 ,,,,,,,,,,,
935,10,i,P7,4120 ,4220,5220,4520.00 ,,,,,,,,,,,
936,10,i,P8,360 ,550,1170,693.33 ,,,,,,,,,,,
937,10,j,P1,1170 ,1210,1270,1216.67 ,,,,,,,,,,,
938,10,j,P2,2240 ,2360,2390,2330.00 ,,,,,,,,,,,
939,10,j,P3,3730 ,4780,5840,4783.33 ,,,,,,,,,,,
940,10,j,P4,43180 ,32900,34770,36950.00 ,,,,,,,,,,,
941,10,j,P5,57160 ,41160,45040,47786.67 ,,,,,,,,,,,
942,10,j,P6,9490 ,9650,9980,9706.67 ,,,,,,,,,,,
943,10,j,P7,3280 ,2980,3790,3350.00 ,,,,,,,,,,,
944,10,j,P8,1560 ,1320,1440,1440.00 ,,,,,,,,,,,
945,10,k,P1,510 ,460,720,563.33 ,,,,,,,,,,,
946,10,k,P2,970 ,1020,1050,1013.33 ,,,,,,,,,,,
947,10,k,P3,1650 ,1720,1600,1656.67 ,,,,,,,,,,,
948,10,k,P4,1980 ,1970,1960,1970.00 ,,,,,,,,,,,
949,10,k,P5,35130 ,26970,46410,36170.00 ,,,,,,,,,,,
950,10,k,P6,5420 ,6370,3770,5186.67 ,,,,,,,,,,,
951,10,k,P7,980 ,720,770,823.33 ,,,,,,,,,,,
952,10,k,P8,950 ,910,800,886.67 ,,,,,,,,,,,
953,10,l,P1,150 ,180,230,186.67 ,,,,,,,,,,,
954,10,l,P2,360 ,340,440,380.00 ,,,,,,,,,,,
955,10,l,P3,620 ,750,570,646.67 ,,,,,,,,,,,
956,10,l,P4,560 ,490,340,463.33 ,,,,,,,,,,,
957,10,l,P5,23960 ,24090,22730,23593.33 ,,,,,,,,,,,
958,10,l,P6,11970 ,12760,12710,12480.00 ,,,,,,,,,,,
959,10,l,P7,12670 ,11730,9320,11240.00 ,,,,,,,,,,,
960,10,l,P8,280 ,460,260,333.33 ,,,,,,,,,,,
961,11,a,P1,90 ,20,50,53.33 ,,,,,,,,,,,
962,11,a,P2,140 ,80,60,93.33 ,,,,,,,,,,,
963,11,a,P3,40 ,230,150,140.00 ,,,,,,,,,,,
964,11,a,P4,600 ,580,740,640.00 ,,,,,,,,,,,
965,11,a,P5,1900 ,2350,1840,2030.00 ,,,,,,,,,,,
966,11,a,P6,1560 ,1430,1200,1396.67 ,,,,,,,,,,,
967,11,a,P7,150 ,120,30,100.00 ,,,,,,,,,,,
968,11,a,P8,80 ,50,70,66.67 ,,,,,,,,,,,
969,11,b,P1,60 ,40,90,63.33 ,,,,,,,,,,,
970,11,b,P2,120 ,70,150,113.33 ,,,,,,,,,,,
971,11,b,P3,110 ,130,80,106.67 ,,,,,,,,,,,
972,11,b,P4,980 ,750,1020,916.67 ,,,,,,,,,,,
973,11,b,P5,2780 ,3160,2880,2940.00 ,,,,,,,,,,,
974,11,b,P6,1070 ,1180,1320,1190.00 ,,,,,,,,,,,
975,11,b,P7,380 ,250,230,286.67 ,,,,,,,,,,,
976,11,b,P8,60 ,70,90,73.33 ,,,,,,,,,,,
977,11,c,P1,40 ,90,50,60.00 ,,,,,,,,,,,
978,11,c,P2,70 ,60,120,83.33 ,,,,,,,,,,,
979,11,c,P3,150 ,260,330,246.67 ,,,,,,,,,,,
980,11,c,P4,580 ,960,770,770.00 ,,,,,,,,,,,
981,11,c,P5,2530 ,2790,2410,2576.67 ,,,,,,,,,,,
982,11,c,P6,1480 ,1620,1150,1416.67 ,,,,,,,,,,,
983,11,c,P7,240 ,320,360,306.67 ,,,,,,,,,,,
984,11,c,P8,20 ,70,50,46.67 ,,,,,,,,,,,
985,11,d,P1,30 ,60,90,60.00 ,,,,,,,,,,,
986,11,d,P2,180 ,160,90,143.33 ,,,,,,,,,,,
987,11,d,P3,230 ,380,340,316.67 ,,,,,,,,,,,
988,11,d,P4,1250 ,1210,1360,1273.33 ,,,,,,,,,,,
989,11,d,P5,4500 ,3630,3970,4033.33 ,,,,,,,,,,,
990,11,d,P6,210 ,630,480,440.00 ,,,,,,,,,,,
991,11,d,P7,60 ,70,50,60.00 ,,,,,,,,,,,
992,11,d,P8,20 ,30,80,43.33 ,,,,,,,,,,,
993,11,e,P1,270 ,320,310,300.00 ,,,,,,,,,,,
994,11,e,P2,1010 ,620,730,786.67 ,,,,,,,,,,,
995,11,e,P3,350 ,100,60,170.00 ,,,,,,,,,,,
996,11,e,P4,6950 ,5270,6160,6126.67 ,,,,,,,,,,,
997,11,e,P5,8790 ,8940,7930,8553.33 ,,,,,,,,,,,
998,11,e,P6,5220 ,3860,4100,4393.33 ,,,,,,,,,,,
999,11,e,P7,230 ,200,100,176.67 ,,,,,,,,,,,
1000,11,e,P8,350 ,250,360,320.00 ,,,,,,,,,,,
1001,11,f,P1,250 ,540,360,383.33 ,,,,,,,,,,,
1002,11,f,P2,500 ,530,610,546.67 ,,,,,,,,,,,
1003,11,f,P3,140 ,250,210,200.00 ,,,,,,,,,,,
1004,11,f,P4,130 ,110,140,126.67 ,,,,,,,,,,,
1005,11,f,P5,9510 ,9330,9400,9413.33 ,,,,,,,,,,,
1006,11,f,P6,270 ,140,210,206.67 ,,,,,,,,,,,
1007,11,f,P7,190 ,90,90,123.33 ,,,,,,,,,,,
1008,11,f,P8,110 ,80,110,100.00 ,,,,,,,,,,,
1009,11,g,P1,210 ,330,350,296.67 ,,,,,,,,,,,
1010,11,g,P2,880 ,670,650,733.33 ,,,,,,,,,,,
1011,11,g,P3,260 ,40,120,140.00 ,,,,,,,,,,,
1012,11,g,P4,670 ,190,110,323.33 ,,,,,,,,,,,
1013,11,g,P5,12300 ,10740,11480,11506.67 ,,,,,,,,,,,
1014,11,g,P6,4430 ,3610,3580,3873.33 ,,,,,,,,,,,
1015,11,g,P7,170 ,140,100,136.67 ,,,,,,,,,,,
1016,11,g,P8,230 ,260,340,276.67 ,,,,,,,,,,,
1017,11,h,P1,730 ,570,760,686.67 ,,,,,,,,,,,
1018,11,h,P2,960 ,970,820,916.67 ,,,,,,,,,,,
1019,11,h,P3,1230 ,1240,920,1130.00 ,,,,,,,,,,,
1020,11,h,P4,5250 ,6230,6200,5893.33 ,,,,,,,,,,,
1021,11,h,P5,25320 ,24940,26860,25706.67 ,,,,,,,,,,,
1022,11,h,P6,1760 ,1750,1030,1513.33 ,,,,,,,,,,,
1023,11,h,P7,440 ,370,770,526.67 ,,,,,,,,,,,
1024,11,h,P8,260 ,270,510,346.67 ,,,,,,,,,,,
1025,11,i,P1,1560 ,1430,1580,1523.33 ,,,,,,,,,,,
1026,11,i,P2,2460 ,2810,2060,2443.33 ,,,,,,,,,,,
1027,11,i,P3,3630 ,3990,3770,3796.67 ,,,,,,,,,,,
1028,11,i,P4,5140 ,5280,5260,5226.67 ,,,,,,,,,,,
1029,11,i,P5,39980 ,39460,38650,39363.33 ,,,,,,,,,,,
1030,11,i,P6,5350 ,5070,6140,5520.00 ,,,,,,,,,,,
1031,11,i,P7,280 ,310,490,360.00 ,,,,,,,,,,,
1032,11,i,P8,710 ,810,590,703.33 ,,,,,,,,,,,
1033,11,j,P1,460 ,550,490,500.00 ,,,,,,,,,,,
1034,11,j,P2,380 ,460,750,530.00 ,,,,,,,,,,,
1035,11,j,P3,470 ,710,760,646.67 ,,,,,,,,,,,
1036,11,j,P4,880 ,630,680,730.00 ,,,,,,,,,,,
1037,11,j,P5,13350 ,15800,16730,15293.33 ,,,,,,,,,,,
1038,11,j,P6,2710 ,2870,2820,2800.00 ,,,,,,,,,,,
1039,11,j,P7,1110 ,1680,1730,1506.67 ,,,,,,,,,,,
1040,11,j,P8,500 ,690,810,666.67 ,,,,,,,,,,,
1041,11,k,P1,630 ,580,510,573.33 ,,,,,,,,,,,
1042,11,k,P2,760 ,810,880,816.67 ,,,,,,,,,,,
1043,11,k,P3,1200 ,1140,1360,1233.33 ,,,,,,,,,,,
1044,11,k,P4,4230 ,3340,4420,3996.67 ,,,,,,,,,,,
1045,11,k,P5,12260 ,10570,12280,11703.33 ,,,,,,,,,,,
1046,11,k,P6,5290 ,5230,5330,5283.33 ,,,,,,,,,,,
1047,11,k,P7,350 ,460,580,463.33 ,,,,,,,,,,,
1048,11,k,P8,210 ,280,530,340.00 ,,,,,,,,,,,
1049,11,l,P1,210 ,260,270,246.67 ,,,,,,,,,,,
1050,11,l,P2,150 ,130,280,186.67 ,,,,,,,,,,,
1051,11,l,P3,450 ,330,580,453.33 ,,,,,,,,,,,
1052,11,l,P4,610 ,650,690,650.00 ,,,,,,,,,,,
1053,11,l,P5,9260 ,9280,9250,9263.33 ,,,,,,,,,,,
1054,11,l,P6,1180 ,1460,2900,1846.67 ,,,,,,,,,,,
1055,11,l,P7,960 ,760,650,790.00 ,,,,,,,,,,,
1056,11,l,P8,740 ,990,830,853.33 ,,,,,,,,,,,
1057,12,a,P1,50 ,60,120,76.67 ,,,,,,,,,,,
1058,12,a,P2,90 ,70,140,100.00 ,,,,,,,,,,,
1059,12,a,P3,480 ,690,580,583.33 ,,,,,,,,,,,
1060,12,a,P4,1210 ,1350,1420,1326.67 ,,,,,,,,,,,
1061,12,a,P5,2890 ,2550,2730,2723.33 ,,,,,,,,,,,
1062,12,a,P6,810 ,760,720,763.33 ,,,,,,,,,,,
1063,12,a,P7,320 ,280,270,290.00 ,,,,,,,,,,,
1064,12,a,P8,160 ,150,230,180.00 ,,,,,,,,,,,
1065,12,b,P1,60 ,80,70,70.00 ,,,,,,,,,,,
1066,12,b,P2,120 ,130,90,113.33 ,,,,,,,,,,,
1067,12,b,P3,360 ,580,570,503.33 ,,,,,,,,,,,
1068,12,b,P4,1230 ,1450,1330,1336.67 ,,,,,,,,,,,
1069,12,b,P5,3670 ,3540,3910,3706.67 ,,,,,,,,,,,
1070,12,b,P6,860 ,850,740,816.67 ,,,,,,,,,,,
1071,12,b,P7,320 ,510,400,410.00 ,,,,,,,,,,,
1072,12,b,P8,120 ,110,190,140.00 ,,,,,,,,,,,
1073,12,c,P1,50 ,60,90,66.67 ,,,,,,,,,,,
1074,12,c,P2,130 ,120,50,100.00 ,,,,,,,,,,,
1075,12,c,P3,1040 ,1280,1430,1250.00 ,,,,,,,,,,,
1076,12,c,P4,2950 ,3010,2870,2943.33 ,,,,,,,,,,,
1077,12,c,P5,5320 ,4890,5510,5240.00 ,,,,,,,,,,,
1078,12,c,P6,3360 ,3510,3440,3436.67 ,,,,,,,,,,,
1079,12,c,P7,1200 ,1350,1460,1336.67 ,,,,,,,,,,,
1080,12,c,P8,690 ,570,440,566.67 ,,,,,,,,,,,
1081,12,d,P1,60 ,80,140,93.33 ,,,,,,,,,,,
1082,12,d,P2,110 ,90,130,110.00 ,,,,,,,,,,,
1083,12,d,P3,1230 ,1410,1550,1396.67 ,,,,,,,,,,,
1084,12,d,P4,4310 ,4650,4970,4643.33 ,,,,,,,,,,,
1085,12,d,P5,7520 ,8320,7170,7670.00 ,,,,,,,,,,,
1086,12,d,P6,3180 ,3090,2850,3040.00 ,,,,,,,,,,,
1087,12,d,P7,1490 ,1320,1330,1380.00 ,,,,,,,,,,,
1088,12,d,P8,590 ,560,620,590.00 ,,,,,,,,,,,
1089,12,e,P1,670 ,810,620,700.00 ,,,,,,,,,,,
1090,12,e,P2,360 ,380,590,443.33 ,,,,,,,,,,,
1091,12,e,P3,260 ,310,690,420.00 ,,,,,,,,,,,
1092,12,e,P4,2910 ,1960,2320,2396.67 ,,,,,,,,,,,
1093,12,e,P5,12420 ,12260,10690,11790.00 ,,,,,,,,,,,
1094,12,e,P6,8750 ,8630,7510,8296.67 ,,,,,,,,,,,
1095,12,e,P7,610 ,270,480,453.33 ,,,,,,,,,,,
1096,12,e,P8,650 ,780,1330,920.00 ,,,,,,,,,,,
1097,12,f,P1,320 ,240,150,236.67 ,,,,,,,,,,,
1098,12,f,P2,1150 ,950,550,883.33 ,,,,,,,,,,,
1099,12,f,P3,4790 ,4470,3830,4363.33 ,,,,,,,,,,,
1100,12,f,P4,46260 ,40180,44850,43763.33 ,,,,,,,,,,,
1101,12,f,P5,14390 ,11210,13380,12993.33 ,,,,,,,,,,,
1102,12,f,P6,28830 ,38840,32510,33393.33 ,,,,,,,,,,,
1103,12,f,P7,17550 ,12710,14440,14900.00 ,,,,,,,,,,,
1104,12,f,P8,3480 ,3200,4910,3863.33 ,,,,,,,,,,,
1105,12,g,P1,90 ,30,20,46.67 ,,,,,,,,,,,
1106,12,g,P2,150 ,70,50,90.00 ,,,,,,,,,,,
1107,12,g,P3,250 ,130,70,150.00 ,,,,,,,,,,,
1108,12,g,P4,440 ,350,140,310.00 ,,,,,,,,,,,
1109,12,g,P5,24670 ,28360,23880,25636.67 ,,,,,,,,,,,
1110,12,g,P6,67130 ,75930,84860,75973.33 ,,,,,,,,,,,
1111,12,g,P7,56360 ,55420,57700,56493.33 ,,,,,,,,,,,
1112,12,g,P8,960 ,780,570,770.00 ,,,,,,,,,,,
1113,12,h,P1,580 ,590,630,600.00 ,,,,,,,,,,,
1114,12,h,P2,1020 ,980,940,980.00 ,,,,,,,,,,,
1115,12,h,P3,1680 ,1790,1320,1596.67 ,,,,,,,,,,,
1116,12,h,P4,36870 ,36700,35620,36396.67 ,,,,,,,,,,,
1117,12,h,P5,64270 ,56760,63350,61460.00 ,,,,,,,,,,,
1118,12,h,P6,23900 ,21810,22480,22730.00 ,,,,,,,,,,,
1119,12,h,P7,10460 ,10340,10350,10383.33 ,,,,,,,,,,,
1120,12,h,P8,5290 ,5300,5630,5406.67 ,,,,,,,,,,,
1121,12,i,P1,2450 ,2760,2530,2580.00 ,,,,,,,,,,,
1122,12,i,P2,6890 ,6320,6510,6573.33 ,,,,,,,,,,,
1123,12,i,P3,15670 ,12010,12590,13423.33 ,,,,,,,,,,,
1124,12,i,P4,24740 ,22720,22780,23413.33 ,,,,,,,,,,,
1125,12,i,P5,178590 ,174210,181420,178073.33 ,,,,,,,,,,,
1126,12,i,P6,59560 ,56750,52450,56253.33 ,,,,,,,,,,,
1127,12,i,P7,4660 ,4320,4120,4366.67 ,,,,,,,,,,,
1128,12,i,P8,3640 ,3250,3100,3330.00 ,,,,,,,,,,,
1129,12,j,P1,1050 ,980,1160,1063.33 ,,,,,,,,,,,
1130,12,j,P2,5340 ,5220,5160,5240.00 ,,,,,,,,,,,
1131,12,j,P3,19370 ,17140,15040,17183.33 ,,,,,,,,,,,
1132,12,j,P4,25910 ,13890,15720,18506.67 ,,,,,,,,,,,
1133,12,j,P5,32400 ,24210,21570,26060.00 ,,,,,,,,,,,
1134,12,j,P6,9270 ,7920,7910,8366.67 ,,,,,,,,,,,
1135,12,j,P7,13120 ,12380,9850,11783.33 ,,,,,,,,,,,
1136,12,j,P8,3190 ,3320,4750,3753.33 ,,,,,,,,,,,
1137,12,k,P1,630 ,870,750,750.00 ,,,,,,,,,,,
1138,12,k,P2,1320 ,1540,1490,1450.00 ,,,,,,,,,,,
1139,12,k,P3,5490 ,5380,6080,5650.00 ,,,,,,,,,,,
